GCF_000001985.1	Talaromyces marneffei ATCC 18224
GCF_001558935.1	Citrobacter amalonaticus
GCF_001559115.1	Staphylococcus simulans
GCF_001562115.1	Alteromonas stellipolaris
GCF_001570425.1	Mycolicibacterium brisbanense
GCF_001570525.1	Herbidospora sakaeratensis
GCF_001571165.1	Herbaspirillum chlorophenolicum NBRC 102525
GCF_001571285.1	Kluyvera cryocrescens NBRC 102467
GCF_001571305.1	Erwinia persicina NBRC 102418
GCF_001571365.1	Achromobacter denitrificans NBRC 15125
GCF_001572725.1	Serratia rubidaea
GCF_001578105.1	Martelella sp. AD-3
GCF_001578185.1	Bacillus simplex
GCF_001578205.1	Bacillus pumilus
GCF_001580365.1	Kocuria turfanensis
GCF_001580615.1	Acetobacter malorum
GCF_001583415.1	Mycobacterium phlei
GCF_001583435.1	Endozoicomonas montiporae CL-33
GCF_001584185.1	Collimonas pratensis
GCF_001584765.1	Mycobacterium simiae
GCF_001586165.1	Obesumbacterium proteus
GCF_001586195.1	Solibacillus silvestris
GCF_001586215.1	Corynebacterium simulans
GCF_001586255.1	Zhongshania aliphaticivorans
GCF_001590785.1	Bacillus trypoxylicola
GCF_001591125.1	Vibrio mediterranei NBRC 15635
GCF_001591565.1	Bacillus flexus NBRC 15715
GCF_001591585.1	Bacillus circulans NBRC 13626
GCF_001591605.1	Bacillus badius NBRC 15713
GCF_001591825.1	Bacillus vietnamensis NBRC 101237
GCF_001592125.1	Microbacterium hominis NBRC 15708
GCF_001592945.1	Roseivirga seohaensis
GCF_001593245.1	Aeromonas veronii
GCF_001594015.1	Moorella mulderi DSM 14980
GCF_001594265.1	Aggregatibacter actinomycetemcomitans
GCF_001596795.1	Pseudoalteromonas telluritireducens
GCF_001597285.1	Pseudomonas alcaligenes
GCF_001598035.1	Streptococcus halotolerans
GCF_001598375.1	Novosphingobium capsulatum NBRC 12533
GCF_001598535.1	Sphingobium herbicidovorans NBRC 16415
GCF_001598915.1	Williamsia muralis NBRC 105860
GCF_001598935.1	Parageobacillus toebii NBRC 107807
GCF_001605965.1	Pseudomonas koreensis
GCF_001606005.1	Brevibacterium linens
GCF_001606025.1	Psychrobacter alimentarius
GCF_001610955.1	Geobacillus thermoleovorans
GCF_001610975.1	Sphingopyxis terrae NBRC 15098
GCF_001611135.1	Pediococcus damnosus
GCF_001611795.1	Streptomyces sp. S10(2016)
GCF_001612765.1	Nocardia arthritidis NBRC 100137
GCF_001613465.1	Nocardia niwae NBRC 108934 = DSM 45340
GCF_001613505.1	Nocardia mikamii NBRC 108933
GCF_001617355.1	Rhodanobacter thiooxydans
GCF_001618685.1	Geobacillus subterraneus
GCF_001618885.1	Staphylococcus condimenti
GCF_001619985.1	Xylona heveae TC161
GCF_001620305.1	Rhodococcus fascians D188
GCF_001625365.1	Streptomyces sp. MJM8645
GCF_001630765.1	Dietzia maris
GCF_001632305.1	Paenibacillus glucanolyticus
GCF_001632485.1	Wohlfahrtiimonas chitiniclastica
GCF_001632805.1	Mycobacterium chelonae CCUG 47445
GCF_001636015.1	Moraxella ovis
GCF_001636725.1	Cordyceps fumosorosea ARSEF 2679
GCF_001637395.1	Leptolyngbya valderiana BDU 20041
GCF_001638985.1	Phycomyces blakesleeanus NRRL 1555(-)
GCF_001639025.1	Corynebacterium afermentans subsp. afermentans
GCF_001639275.1	Methanobrevibacter oralis
GCF_001640025.1	Sugiyamaella lignohabitans
GCF_001641285.1	Dyella thiooxydans
GCF_001641695.1	Bradyrhizobium neotropicale
GCF_001642045.1	Paraphaeosphaeria sporulosa
GCF_001642055.1	Alternaria alternata
GCF_001642655.1	Clostridium tyrobutyricum
GCF_001643095.1	Methylobacterium populi
GCF_001643245.1	Domibacillus aminovorans
GCF_001643955.1	Campylobacter hyointestinalis subsp. hyointestinalis LMG 9260
GCF_001644565.1	Deinococcus puniceus
GCF_001644955.1	Pseudomonas putida
GCF_001646665.1	Streptomyces albulus
GCF_001648175.1	Halotalea alkalilenta
GCF_001648575.1	Bacillus horikoshii DSM 8719
GCF_001650325.1	Exiguobacterium undae
GCF_001651985.1	Fonsecaea erecta
GCF_001652465.1	Microbacterium chocolatum
GCF_001652485.1	Ochrobactrum pseudogrignonense
GCF_001652565.1	Shinella sp. HZN7
GCF_001653235.1	Pochonia chlamydosporia 170
GCF_001653265.1	Purpureocillium lilacinum
GCF_001653755.1	Dokdonia donghaensis DSW-1
GCF_001654495.1	Streptomyces sp. SAT1
GCF_001654915.1	Buttiauxella ferragutiae ATCC 51602
GCF_001655245.1	Mycobacterium vaccae 95051
GCF_001660045.1	Streptomyces parvulus
GCF_001661235.1	Pichia membranifaciens NRRL Y-2026
GCF_001661255.1	Wickerhamomyces anomalus NRRL Y-366-8
GCF_001661265.1	Saitoella complicata NRRL Y-17804
GCF_001661335.1	Babjeviella inositovora NRRL Y-12698
GCF_001661345.1	Ascoidea rubescens DSM 1968
GCF_001661395.1	Hyphopichia burtonii NRRL Y-1933
GCF_001661405.1	Cyberlindnera jadinii NRRL Y-1542
GCF_001661415.1	Suhomyces tanzawaensis NRRL Y-17324
GCF_001661495.1	Pseudoalteromonas prydzensis
GCF_001662655.1	Pseudogymnoascus verrucosus
GCF_001664035.1	Metschnikowia bicuspidata var. bicuspidata NRRL YB-4993
GCF_001664045.1	Ogataea polymorpha
GCF_001672375.1	Mesorhizobium sp. AA22
GCF_001672515.1	Colletotrichum higginsianum IMI 349063
GCF_001673105.1	Mycolicibacter heraklionensis
GCF_001676765.1	Mesorhizobium loti NZP2037
GCF_001676785.2	Brachyspira hyodysenteriae ATCC 27164
GCF_001677275.1	Vibrio breoganii
GCF_001678905.1	Dermabacter vaginalis
GCF_001682385.1	Azoarcus olearius
GCF_001683355.1	Prevotella scopos JCM 17725
GCF_001685435.2	Salimicrobium jeotgali
GCF_001685465.1	Vibrio scophthalmi
GCF_001686985.1	Mesorhizobium amorphae CCNWGS0123
GCF_001687565.2	Planococcus antarcticus DSM 14505
GCF_001688625.1	Flavonifractor plautii
GCF_001688625.2	Flavonifractor plautii
GCF_001693385.1	Bradyrhizobium icense
GCF_001693675.1	Streptomyces clavuligerus
GCF_001695855.1	Ensifer sp. LC163
GCF_001698145.1	Leuconostoc lactis
GCF_001698225.1	Gordonia terrae
GCF_001700965.1	Stenotrophomonas nitritireducens
GCF_001701025.1	Lentzea guizhouensis
GCF_001702135.1	Lactobacillus lindneri
GCF_001702175.1	Lactobacillus paracollinoides
GCF_001705175.1	Flavobacterium johnsoniae
GCF_001705225.1	Pseudomonas xanthomarina
GCF_001705425.1	Mesorhizobium sp. UASWS1009
GCF_001705565.1	Xanthomonas fragariae
GCF_001708185.1	Lysinibacillus xylanilyticus
GCF_001708485.1	Pseudomonas fluorescens
GCF_001709315.1	Pantoea agglomerans
GCF_001712755.1	Bacillus luciferensis
GCF_001713375.1	Hydrogenophaga sp. RAC07
GCF_001713415.1	Sphingobium sp. RAC03
GCF_001713435.1	Blastomonas sp. RAC04
GCF_001714725.1	Acidovorax sp. RAC01
GCF_001717135.1	Eisenbergiella tayi
GCF_001719165.1	Erythrobacter litoralis
GCF_001720155.1	Tsuchiyaea wingfieldii CBS 7118
GCF_001720205.1	Cryptococcus amylolentus CBS 6039
GCF_001729485.1	Streptomyces lydicus
GCF_001729525.1	Brevibacterium linens
GCF_001742225.1	Novosphingobium resinovorum
GCF_001746425.1	Streptomyces subrutilus
GCF_001746855.1	Actinomyces hongkongensis
GCF_001750165.1	Pseudoalteromonas luteoviolacea
GCF_001750785.1	Streptomyces rubrolavendulae
GCF_001751375.1	Streptomyces qinglanensis
GCF_001758345.1	Acinetobacter towneri
GCF_001761345.1	Sphingomonas melonis TY
GCF_001761365.1	Polaribacter vadi
GCF_001761465.1	Flavobacterium gilvum
GCF_001766415.1	Exiguobacterium aurantiacum
GCF_001767275.1	Pediococcus acidilactici
GCF_001787335.1	Kozakia baliensis
GCF_001808025.1	Sphingobacterium sp. HMSC13C05
GCF_001853345.1	Sphingomonas haloaromaticamans
GCF_001854205.1	Moorea producens JHB
GCF_001854245.1	Desulfococcus multivorans
GCF_001854465.1	Fusobacterium nucleatum
GCF_001854655.1	Frankia sp. Cc1.17
GCF_001865575.1	Paraburkholderia sprentiae WSM5005
GCF_001865855.1	Nocardia seriolae
GCF_001866515.1	Massilia timonae
GCF_001874625.1	Providencia rettgeri
GCF_001878675.1	Virgibacillus halodenitrificans
GCF_001880325.1	Thermus brockianus
GCF_001881585.1	Mycobacterium heckeshornense
GCF_001883845.1	Diplodia corticola
GCF_001886695.1	Erythrobacter gangjinensis
GCF_001886715.1	Nocardia soli
GCF_001886815.1	Caldithrix abyssi DSM 13497
GCF_001887285.1	Microbacterium paludicola
GCF_001887595.1	Luteibacter rhizovicinus DSM 16549
GCF_001888885.1	Streptomyces viridifaciens
GCF_001889105.1	Sinorhizobium americanum
GCF_001890905.1	Aspergillus aculeatus ATCC 16872
GCF_001894865.1	Rhodococcus maanshanensis NBRC 100610
GCF_001902315.1	Staphylococcus succinus
GCF_001902615.1	Pseudonocardia autotrophica
GCF_001904655.1	Chroogloeocystis siderophila 5.2 s.c.1
GCF_001905365.1	Streptomyces sp. CB02488
GCF_001907595.1	Talaromyces atroroseus
GCF_001908185.1	Bradyrhizobium sp. AS23.2
GCF_001908275.1	Paenibacillus xylanexedens
GCF_001908775.1	Xanthomonas gardneri
GCF_001909285.1	Exiguobacterium profundum
GCF_001922025.1	Lactobacillus parabuchneri
GCF_001922545.1	Borreliella garinii
GCF_001936235.1	Lactobacillus jensenii
GCF_001941345.1	Corynebacterium stationis
GCF_001941805.1	Acinetobacter junii
GCF_001941825.1	Massilia putida
GCF_001941945.1	Roseomonas gilardii
GCF_001950115.1	Paeniclostridium sordellii
GCF_001951175.1	Lactobacillus crustorum
GCF_001953195.1	Acinetobacter soli
GCF_001955715.1	Rhodoferax saidenbachensis
GCF_001983325.1	Pichia kudriavzevii
GCF_001995035.1	Momordica charantia
GCF_002075285.2	Halomicronema hongdechloris C2206
GCF_002102565.1	Kockovaella imperatae
GCF_002105155.1	Lobosporangium transversale
GCF_002168275.1	Herrania umbratica
GCF_002201475.1	Acutalibacter muris
GCF_002201515.1	Muribaculum intestinale
GCF_002207765.1	Calderihabitans maritimus
GCF_002207865.1	Colwellia marinimaniae
GCF_002209385.1	Methylovulum psychrotolerans
GCF_002209565.1	Candidimonas nitroreducens
GCF_002210095.1	Marinibacterium profundimaris
GCF_002211145.1	Pacificimonas flava
GCF_002211765.1	Idiomarina piscisalsi
GCF_002211785.1	Francisella halioticida
GCF_002214645.1	Diaphorobacter polyhydroxybutyrativorans
GCF_002215215.1	Granulosicoccus antarcticus IMCC3135
GCF_002216005.1	Natranaerobius trueperi
GCF_002217925.1	Lactobacillus mixtipabuli
GCF_002217945.1	Lactobacillus silagei JCM 19001
GCF_002221595.1	Turicimonas muris
GCF_002222635.1	Sulfitobacter pseudonitzschiae
GCF_002233675.1	Paenibacillus herberti
GCF_002234495.1	Arenibacter algicola
GCF_002234535.1	Actinoalloteichus hoggarensis
GCF_002240355.1	Prauserella marina
GCF_900002265.1	Serratia symbiotica SCt-VLC
GCF_900011245.1	Bradyrhizobium sp.
GCF_900078695.1	Bordetella trematum
GCF_900078745.1	bacterium 2013Ark19i Bacteria.
GCF_900086555.1	Neisseria weaveri
GCF_900086985.1	Halomonas sp. HL-93
GCF_900087055.1	Plesiomonas shigelloides
GCF_900089585.1	Micromonospora sediminicola
GCF_900090125.1	Streptomyces sp. WMMB 714
GCF_900091465.1	Micromonospora rhizosphaerae
GCF_900091615.1	Micromonospora yangpuensis
GCF_900092135.1	Raineyella antarctica
GCF_900093775.1	Bacillus glycinifermentans
GCF_900094545.1	Rhizobium miluonense
GCF_900094705.1	Chitinophaga costaii
GCF_900094835.1	Weissella bombi
GCF_900094885.1	Bifidobacterium commune
GCF_900095015.1	Weissella hellenica
GCF_900096565.1	Williamwhitmania taraxaci
GCF_900096585.1	Sanguibacter gelidistatuariae
GCF_900096895.1	Acinetobacter kookii
GCF_900096905.1	Pelagirhabdus alkalitolerans
GCF_900096945.1	Anaerobium acetethylicum
GCF_900096955.1	Acinetobacter boissieri
GCF_900096965.1	Bacillus lonarensis
GCF_900099605.1	Alteribacillus persepolensis
GCF_900099655.1	Planomicrobium glaciei
GCF_900099675.1	Myroides phaeus
GCF_900099745.1	Alteribacillus bidgolensis
GCF_900099755.1	Alloactinosynnema album
GCF_900099815.1	Psychroflexus sediminis
GCF_900099935.1	Pseudoruegeria lutimaris
GCF_900099965.1	Nonomuraea jiangxiensis
GCF_900100005.1	Lutimaribacter saemankumensis
GCF_900100015.1	Vibrio xiamenensis
GCF_900100085.1	Salipiger marinus
GCF_900100165.1	Flavobacterium glycines
GCF_900100185.1	Natribacillus halophilus
GCF_900100315.1	Streptomyces indicus
GCF_900100345.1	Paenibacillus tianmuensis
GCF_900100355.1	Microbulbifer yueqingensis
GCF_900100375.1	Flavobacterium noncentrifugens
GCF_900100385.1	Halovenus aranensis
GCF_900100395.1	Nonomuraea maritima
GCF_900100475.1	Sphingobium faniae
GCF_900100495.1	Pseudomonas benzenivorans
GCF_900100605.1	Sinosporangium album
GCF_900100655.1	Limimonas halophila
GCF_900100665.1	Pelagibacterium luteolum
GCF_900100715.1	Methanolobus vulcani
GCF_900100765.1	Catalinimonas alkaloidigena
GCF_900100835.1	Selenomonas ruminantium
GCF_900100875.1	Halopelagius longus
GCF_900100975.1	Methylophilus rhizosphaerae
GCF_900101065.1	Jeotgalicoccus halophilus
GCF_900101075.1	Salinicoccus qingdaonensis
GCF_900101125.1	Sediminibacillus albus
GCF_900101345.1	Desulfoluna spongiiphila
GCF_900101395.1	Niabella drilacis
GCF_900101465.1	Nocardioides lianchengensis
GCF_900101475.1	Ruegeria marina
GCF_900101495.1	Alkaliphilus peptidifermentans DSM 18978
GCF_900101685.1	Alloactinosynnema iranicum
GCF_900101705.1	Algoriphagus faecimaris
GCF_900101785.1	Auraticoccus monumenti
GCF_900101815.1	Pricia antarctica
GCF_900101865.1	Paracoccus isoporae
GCF_900101875.1	Mucilaginibacter pineti
GCF_900101895.1	Flavobacterium caeni
GCF_900101995.1	Riemerella columbipharyngis
GCF_900102015.1	Limimaricola pyoseonensis
GCF_900102075.1	Salipiger thiooxidans
GCF_900102135.1	Microvirga guangxiensis
GCF_900102145.1	Thermus arciformis
GCF_900102215.1	Fontibacillus panacisegetis
GCF_900102305.1	Halorientalis regularis
GCF_900102485.1	Desulfovibrio legallii
GCF_900102525.1	Bosea robiniae
GCF_900102685.1	Melghirimyces thermohalophilus
GCF_900102745.1	Geodermatophilus telluris
GCF_900102795.1	Epibacterium ulvae
GCF_900102855.1	Thiohalomonas denitrificans
GCF_900102885.1	Paracoccus chinensis
GCF_900102905.1	Albidovulum xiamenense
GCF_900102925.1	Muricauda zhangzhouensis
GCF_900102965.1	Paenibacillus jilunlii
GCF_900103275.1	Tessaracoccus oleiagri
GCF_900103285.1	Siphonobacter aquaeclarae
GCF_900103375.1	Pseudomonas balearica DSM 6083
GCF_900103445.1	Methylobacterium phyllostachyos
GCF_900103455.1	Streptomyces wuyuanensis
GCF_900103505.1	Haloarchaeobius iranensis
GCF_900103545.1	Pedobacter ruber
GCF_900103715.1	Halogranum gelatinilyticum
GCF_900103755.1	Chryseobacterium taihuense
GCF_900103785.1	Geodermatophilus siccatus
GCF_900103805.1	Cryobacterium flavum
GCF_900103935.1	Nocardioides szechwanensis
GCF_900103955.1	Bacillus daliensis
GCF_900103975.1	Klenkia soli
GCF_900104035.1	Aureimonas jatrophae
GCF_900104135.1	Halomonas shengliensis
GCF_900104205.1	Belnapia rosea
GCF_900104215.1	Desulfonatronum thiosulfatophilum
GCF_900104245.1	Idiomarina indica
GCF_900104305.1	Filomicrobium insigne
GCF_900104345.1	Microbacterium testaceum StLB037
GCF_900104485.1	Bauldia litoralis
GCF_900104525.1	Phycicoccus dokdonensis
GCF_900104535.1	Nakamurella panacisegetis
GCF_900104555.1	Bacillus salsus
GCF_900104615.1	Phocea massiliensis
GCF_900104685.1	Agromyces flavus
GCF_900104705.1	Agrococcus carbonis
GCF_900104755.1	Bradyrhizobium lablabi
GCF_900104805.1	Pseudomonas oryzae
GCF_900104845.1	Paraburkholderia caballeronis
GCF_900104945.1	Pseudomonas xinjiangensis
GCF_900104965.1	Marmoricola scoriae
GCF_900105005.1	Pseudomonas litoralis
GCF_900105025.1	Olsenella umbonata
GCF_900105045.1	Brevibacterium sandarakinum
GCF_900105065.1	Friedmanniella luteola
GCF_900105165.1	Mucilaginibacter mallensis
GCF_900105255.1	Pseudomonas sabulinigri
GCF_900105385.1	Microlunatus soli
GCF_900105655.1	Pseudomonas salegens
GCF_900105715.1	Microbacterium humi
GCF_900105765.1	Haloactinobacterium album
GCF_900105785.1	Friedmanniella sagamiharensis
GCF_900105845.1	Bradyrhizobium erythrophlei
GCF_900105885.1	Pseudomonas guangdongensis
GCF_900106565.1	Lutibacter oricola
GCF_900106675.1	Defluviimonas indica
GCF_900106765.1	Tepidimicrobium xylanilyticum
GCF_900106775.1	Marininema mesophilum
GCF_900106795.1	Aequorivita viscosa
GCF_900106945.1	Marinobacter mobilis
GCF_900106955.1	Aidingimonas halophila
GCF_900106975.1	Pseudomonas kuykendallii
GCF_900106985.1	Hydrobacter penzbergensis
GCF_900107015.1	Litoreibacter albidus
GCF_900107025.1	Roseicitreum antarcticum
GCF_900107045.1	Amycolatopsis xylanica
GCF_900107105.1	Geodermatophilus africanus
GCF_900107135.1	Hymenobacter psychrophilus
GCF_900107195.1	Halobellus clavatus
GCF_900107275.1	Bacillus caseinilyticus
GCF_900107355.1	Lentibacter algarum
GCF_900107405.1	Tindallia californiensis
GCF_900107415.1	Jannaschia faecimaris
GCF_900107485.1	Proteiniborus ethanoligenes
GCF_900107595.1	Psychroflexus halocasei
GCF_900107605.1	Acidovorax soli
GCF_900107665.1	Haloplanus vescus
GCF_900107695.1	Thiothrix caldifontis
GCF_900107725.1	Microbulbifer marinus
GCF_900107735.1	Actinomyces nasicola
GCF_900107765.1	Arachidicoccus rhizosphaerae
GCF_900107795.1	Chitinophaga terrae Kim and Jung 2007
GCF_900108395.1	Flavobacterium marinum
GCF_900108455.1	Fructobacillus pseudoficulneus
GCF_900108505.1	Halopenitus malekzadehii
GCF_900108525.1	Chryseobacterium hominis
GCF_900108855.1	Dyadobacter koreensis
GCF_900109035.1	Cribrihabitans marinus
GCF_900109065.1	Halohasta litchfieldiae
GCF_900109085.1	Alkalibacterium gilvum
GCF_900109115.1	Xiangella phaseoli
GCF_900109185.1	Deinococcus reticulitermitis
GCF_900109255.1	Cyclobacterium halophilum
GCF_900109325.1	Alkalibacterium pelagium
GCF_900109375.1	Aquimarina amphilecti
GCF_900109455.1	Roseovarius azorensis
GCF_900109495.1	Ectothiorhodospira marina
GCF_900109525.1	Bosea lupini
GCF_900109555.1	Pacificibacter marinus
GCF_900109595.1	Methanobrevibacter gottschalkii
GCF_900109605.1	Rhizobium oryzae
GCF_900109685.1	Chitinophaga rupis
GCF_900109715.1	Pseudobutyrivibrio ruminis
GCF_900109725.1	Halomonas daqiaonensis
GCF_900109895.1	bacterium A37T11 Bacteria.
GCF_900109925.1	Bacillus persicus
GCF_900109955.1	Aliiroseovarius sediminilitoris
GCF_900110025.1	Gemmobacter aquatilis
GCF_900110045.1	Hydrogenoanaerobacterium saccharovorans
GCF_900110105.1	Mucilaginibacter gossypiicola
GCF_900110165.1	Lihuaxuella thermophila
GCF_900110215.1	Halorientalis persicus
GCF_900110345.1	Amphibacillus marinus
GCF_900110375.1	Flavobacterium sinopsychrotolerans
GCF_900110425.1	Salinihabitans flavidus
GCF_900110465.1	Halogranum amylolyticum
GCF_900110535.1	Halobacterium jilantaiense
GCF_900110555.1	Blastococcus endophyticus
GCF_900110585.1	Aquisalimonas asiatica
GCF_900110615.1	Flavobacterium urocaniciphilum
GCF_900110645.1	Lewinella agarilytica
GCF_900110685.1	Piscibacillus halophilus
GCF_900110695.1	Virgibacillus subterraneus
GCF_900110775.1	Litorimicrobium taeanense
GCF_900110815.1	Aliicoccus persicus
GCF_900110855.1	Friedmanniella flava
GCF_900110865.1	Natrinema salaciae
GCF_900110915.1	bacterium A52C2 Bacteria.
GCF_900110965.1	Ectothiorhodospira magna
GCF_900111015.1	Solimonas aquatica
GCF_900111025.1	Hyunsoonleella jejuensis
GCF_900111105.1	Rosenbergiella nectarea
GCF_900111115.1	Giesbergeria anulus
GCF_900111145.1	Fabibacter pacificus
GCF_900111195.1	Gracilibacillus ureilyticus
GCF_900111255.1	Olsenella umbonata
GCF_900111285.1	Salisediminibacterium haloalkalitolerans
GCF_900111295.1	Salipaludibacillus aurantiacus
GCF_900111305.1	Halomonas subterranea
GCF_900111315.1	Roseivivax roseus
GCF_900111375.1	Phycicoccus cremeus
GCF_900111445.1	Oceanobacillus limi
GCF_900111555.1	Marinobacter segnicrescens
GCF_900111615.1	Natronincola peptidivorans
GCF_900111645.1	Methanococcoides vulcani
GCF_900111835.1	Pseudomonas otitidis
GCF_900111875.1	Poseidonocella pacifica
GCF_900111885.1	Amycolatopsis marina
GCF_900111925.1	Cellulomonas marina
GCF_900111935.1	Halorubrum sodomense
GCF_900111945.1	Litoreibacter janthinus
GCF_900112035.1	Nocardioides alpinus
GCF_900112105.1	Zunongwangia mangrovi
GCF_900112175.1	Halogeometricum rufum
GCF_900112225.1	Massilia yuzhufengensis
GCF_900112235.1	Marinospirillum celere
GCF_900112245.1	Maribacter stanieri
GCF_900112315.1	Parapedobacter composti
GCF_900112325.1	Verrucosispora sediminis
GCF_900112335.1	Tropicimonas isoalkanivorans
GCF_900112345.1	Nocardioides terrae
GCF_900112355.1	Streptomyces aidingensis
GCF_900112365.1	Spirosoma endophyticum
GCF_900112455.1	Alkalibacterium subtropicum
GCF_900112525.1	Klenkia taihuensis
GCF_900112545.1	Pseudooceanicola nitratireducens
GCF_900112555.1	Saccharopolyspora jiangxiensis
GCF_900112595.1	Algibacter pectinivorans
GCF_900112665.1	Lactobacillus bombicola
GCF_900112695.1	Paenibacillus catalpae
GCF_900112705.1	Lentibacillus persicus
GCF_900112975.1	Flavobacterium xueshanense
GCF_900112995.1	Lactobacillus rogosae
GCF_900113005.1	Sunxiuqinia elliptica
GCF_900113025.1	Alteribacillus iranensis
GCF_900113035.1	Acidovorax wautersii
GCF_900113065.1	Aureimonas phyllosphaerae
GCF_900113085.1	Fontimonas thermophila
GCF_900113145.1	Actinopolymorpha cephalotaxi
GCF_900113175.1	Planifilum fulgidum
GCF_900113245.1	Halopelagius inordinatus
GCF_900113275.1	Neptunomonas qingdaonensis
GCF_900113285.1	Pontibacter chinhatensis
GCF_900113375.1	Algoriphagus hitonicola
GCF_900113445.1	Corynebacterium spheniscorum
GCF_900113485.1	Methylobacterium gossipiicola
GCF_900113525.1	Pedobacter insulae
GCF_900113665.1	Planctomicrobium piriforme
GCF_900113675.1	Pisciglobus halotolerans
GCF_900113685.1	Nocardioides psychrotolerans
GCF_900113695.1	Albimonas pacifica
GCF_900113745.1	Pseudomonas guineae
GCF_900113765.1	Parapedobacter indicus
GCF_900113805.1	Chryseobacterium frigidisoli
GCF_900113825.1	Paraburkholderia megapolitana
GCF_900113935.1	Aquamicrobium aerolatum DSM 21857
GCF_900113955.1	Celeribacter neptunius
GCF_900113975.1	Chryseobacterium indologenes
GCF_900114085.1	Myroides guanonis
GCF_900114155.1	Marinobacter persicus
GCF_900114285.1	Methylocapsa palsarum
